Date,Open,High,Low,Close,Adj Close,Volume
2017-06-29,276.549988,279.200012,271.600006,272.549988,267.355042,999877
2017-06-30,272.399994,274.649994,269.799988,273.600006,268.385040,810714
2017-07-03,274.000000,275.350006,272.649994,274.700012,269.464081,585573
2017-07-04,274.700012,276.399994,272.049988,273.000000,267.796478,652050
2017-07-05,274.450012,275.649994,272.399994,275.000000,269.758362,693654
2017-07-06,275.000000,282.750000,274.500000,280.899994,275.545898,1245617
2017-07-07,280.100006,282.399994,279.799988,280.200012,274.859253,540634
2017-07-10,280.700012,287.000000,280.500000,285.549988,280.107269,3605684
2017-07-11,287.200012,289.399994,283.100006,283.600006,278.194458,1142110
2017-07-12,284.899994,288.000000,283.250000,287.399994,281.921997,657243
2017-07-13,289.000000,290.000000,286.649994,288.600006,283.099152,628310
2017-07-14,289.600006,293.600006,287.200012,291.600006,286.041962,1073967
2017-07-17,292.350006,294.000000,289.700012,292.799988,287.219086,835299
2017-07-18,292.000000,296.299988,290.000000,290.450012,284.913879,1709670
2017-07-19,292.399994,293.850006,291.000000,293.200012,287.611481,475035
2017-07-20,293.899994,294.000000,290.000000,290.649994,285.110077,473847
2017-07-21,291.000000,292.200012,288.399994,290.350006,284.815796,431149
2017-07-24,290.850006,296.200012,290.649994,294.450012,288.837646,761990
2017-07-25,295.399994,296.950012,294.750000,296.250000,290.603333,678333
2017-07-26,296.350006,299.450012,295.250000,295.750000,290.112854,640953
2017-07-27,296.950012,299.700012,296.350006,298.299988,292.614258,1777378
2017-07-28,295.500000,300.500000,295.500000,299.200012,293.497101,757840
2017-07-31,299.000000,313.899994,298.100006,312.549988,306.592621,3417051
2017-08-01,313.700012,314.899994,308.100006,308.799988,302.914093,984460
2017-08-02,310.200012,311.700012,305.399994,307.649994,301.786041,1207423
2017-08-03,307.399994,307.399994,299.000000,300.750000,295.017548,988222
2017-08-04,300.000000,306.600006,297.600006,305.450012,299.627991,1050417
2017-08-07,305.500000,311.899994,305.450012,311.100006,305.170288,998338
2017-08-08,311.899994,312.000000,301.399994,303.850006,298.058472,1022553
2017-08-09,303.649994,307.450012,300.200012,302.200012,296.439941,933434
2017-08-10,300.200012,302.299988,292.000000,296.549988,290.897614,1069607
2017-08-11,295.149994,302.799988,278.250000,280.649994,275.300659,4249594
2017-08-14,282.100006,283.000000,276.100006,278.049988,272.750214,1988533
2017-08-16,279.950012,283.600006,274.200012,282.899994,277.507782,1683686
2017-08-17,283.750000,284.600006,280.049988,280.750000,275.398773,1722662
2017-08-18,278.000000,279.500000,276.000000,278.649994,273.338776,993368
2017-08-21,279.000000,280.700012,273.399994,274.649994,269.415039,820214
2017-08-22,277.750000,277.750000,271.350006,274.100006,268.875519,1703452
2017-08-23,274.500000,279.350006,274.500000,278.750000,273.436890,673432
2017-08-24,280.000000,281.350006,277.600006,280.450012,275.104492,863400
2017-08-28,282.000000,282.899994,279.000000,279.299988,273.976379,1134477
2017-08-29,278.000000,280.750000,276.000000,276.700012,271.425964,988823
2017-08-30,277.549988,279.299988,276.000000,276.899994,271.622131,969642
2017-08-31,276.950012,279.000000,274.299988,277.350006,272.063568,700338
2017-09-01,277.899994,279.950012,276.549988,277.700012,272.406921,692851
2017-09-04,278.500000,279.500000,276.200012,277.799988,272.504974,582082
2017-09-05,277.299988,279.250000,276.700012,277.299988,272.014526,1118139
2017-09-06,275.299988,277.200012,273.500000,274.200012,268.973633,1126023
2017-09-07,276.899994,276.899994,273.500000,274.500000,269.267883,1576319
2017-09-08,275.000000,275.600006,271.250000,271.950012,266.766510,1425901
2017-09-11,272.950012,273.700012,269.649994,270.850006,265.687469,1662833
2017-09-12,271.450012,275.450012,270.549988,273.500000,268.286957,677334
2017-09-13,275.000000,276.500000,272.750000,273.350006,268.139832,969274
2017-09-14,273.899994,275.500000,272.299988,273.899994,268.679321,557556
2017-09-15,271.450012,274.299988,270.799988,272.049988,266.864594,759700
2017-09-18,272.250000,274.000000,269.500000,270.149994,265.000793,725902
2017-09-19,270.450012,271.000000,266.549988,267.799988,262.695587,956922
2017-09-20,268.000000,272.000000,267.799988,270.549988,265.393158,762200
2017-09-21,270.000000,271.450012,267.600006,268.500000,263.382263,495890
2017-09-22,267.049988,267.450012,261.200012,261.899994,256.908051,966177
2017-09-25,261.850006,261.850006,254.699997,258.649994,253.720001,1013224
2017-09-26,258.000000,259.549988,256.049988,257.899994,252.984299,606968
2017-09-27,260.000000,260.100006,248.800003,250.449997,245.676300,1244978
2017-09-28,251.000000,253.600006,249.550003,252.800003,247.981506,714794
2017-09-29,254.300003,255.600006,253.100006,253.750000,248.913406,429274
2017-10-03,255.199997,256.450012,250.649994,251.300003,246.510101,578057
2017-10-04,251.149994,254.699997,251.149994,253.350006,248.521027,616459
2017-10-05,253.300003,253.949997,249.250000,251.350006,246.559158,686395
2017-10-06,251.500000,257.500000,251.500000,256.649994,251.758118,768915
2017-10-09,257.000000,258.950012,254.500000,256.500000,251.610977,463055
2017-10-10,256.149994,258.200012,255.800003,256.649994,251.758118,426008
2017-10-11,257.399994,258.250000,250.600006,251.600006,246.804382,858527
2017-10-12,252.000000,253.000000,249.000000,251.600006,246.804382,1258500
2017-10-13,251.600006,255.000000,250.300003,252.449997,247.638168,508321
2017-10-16,253.100006,255.000000,250.350006,252.250000,247.441986,610856
2017-10-17,251.750000,254.500000,250.800003,251.149994,246.362946,551700
2017-10-18,246.000000,247.949997,242.500000,244.199997,239.545425,1673032
2017-10-19,244.800003,245.399994,241.250000,242.500000,237.877838,525437
2017-10-23,243.199997,246.750000,242.600006,245.750000,241.065887,504363
2017-10-24,246.000000,255.350006,246.000000,254.500000,249.649109,1191897
2017-10-25,279.950012,328.000000,279.950012,324.700012,318.511078,17296060
2017-10-26,327.950012,351.500000,317.250000,320.649994,314.538239,7564371
2017-10-27,320.000000,323.399994,310.149994,310.950012,305.023163,2508221
2017-10-30,311.250000,322.500000,310.350006,312.100006,306.151215,3422756
2017-10-31,312.200012,313.799988,304.399994,305.799988,299.971283,1085058
2017-11-01,309.750000,321.450012,309.200012,319.799988,313.704437,2542032
2017-11-02,320.000000,323.250000,314.049988,314.950012,308.946899,1995075
2017-11-03,315.500000,326.899994,312.450012,325.000000,318.805328,2392476
2017-11-06,324.100006,329.850006,321.500000,328.950012,322.680054,1691305
2017-11-07,329.000000,331.799988,315.600006,317.200012,311.154022,1553044
2017-11-08,318.600006,319.399994,307.000000,309.750000,303.846008,1249483
2017-11-09,312.250000,317.899994,308.500000,313.750000,307.769775,1906378
2017-11-10,315.000000,338.149994,309.600006,333.200012,326.849060,7645816
2017-11-13,335.100006,344.600006,329.899994,331.200012,324.887177,7954401
2017-11-14,329.000000,334.700012,327.649994,329.200012,322.925293,1415815
2017-11-15,327.950012,330.850006,322.149994,325.200012,319.001526,1006179
2017-11-16,325.600006,334.049988,323.700012,333.450012,327.094299,1228155
2017-11-17,343.250000,346.500000,335.799988,337.399994,330.968994,1921175
2017-11-20,337.700012,337.700012,331.600006,333.049988,326.701904,974379
2017-11-21,334.799988,335.399994,330.000000,330.750000,324.445740,914107
2017-11-22,331.000000,339.500000,327.299988,335.200012,328.810944,1643066
2017-11-23,336.049988,336.899994,331.950012,334.899994,328.516632,758211
2017-11-24,336.000000,336.799988,331.500000,332.250000,325.917145,754610
2017-11-27,330.000000,336.500000,328.399994,335.250000,328.859955,778581
2017-11-28,335.350006,336.250000,331.500000,332.649994,326.309509,972320
2017-11-29,334.000000,334.700012,327.649994,328.799988,322.532898,493399
2017-11-30,326.850006,326.850006,318.850006,320.450012,314.342072,921322
2017-12-01,321.549988,322.500000,311.399994,312.549988,306.592621,1066080
2017-12-04,315.000000,317.399994,311.299988,313.299988,307.328339,607556
2017-12-05,313.000000,320.600006,308.950012,319.299988,313.213959,1516319
2017-12-06,317.700012,317.700012,311.450012,312.250000,306.298370,956196
2017-12-07,312.299988,317.750000,312.299988,316.600006,310.565460,798630
2017-12-08,316.950012,318.649994,312.100006,313.149994,307.181213,1236570
2017-12-11,315.250000,319.200012,315.250000,318.299988,312.233032,654329
2017-12-12,317.950012,320.299988,314.899994,318.399994,312.331146,758409
2017-12-13,318.399994,318.899994,311.299988,313.250000,307.279297,709998
2017-12-14,314.200012,315.700012,309.600006,314.049988,308.064026,686423
2017-12-15,317.799988,319.299988,312.100006,312.750000,306.788818,632872
2017-12-18,310.799988,323.350006,301.000000,318.899994,312.821594,1701449
2017-12-19,319.000000,322.149994,318.200012,319.450012,313.361145,562864
2017-12-20,318.200012,319.649994,316.500000,317.250000,311.203064,412886
2017-12-21,317.700012,318.200012,315.299988,316.549988,310.516388,454168
2017-12-22,317.000000,323.799988,316.549988,319.850006,313.753510,803103
2017-12-26,318.799988,319.750000,316.350006,316.850006,310.810699,1178637
2017-12-27,317.000000,320.299988,312.899994,314.149994,308.162140,2192876
2017-12-28,314.600006,316.500000,307.299988,308.299988,302.423645,3225342
2017-12-29,309.299988,311.950012,309.100006,309.500000,303.600769,2401083
2018-01-01,310.000000,312.750000,306.500000,307.049988,301.197449,1725476
2018-01-02,308.100006,308.850006,301.649994,302.899994,297.126556,1188380
2018-01-03,304.899994,306.399994,302.149994,302.850006,297.077545,806325
2018-01-04,304.000000,309.899994,303.000000,308.049988,302.178406,2863595
2018-01-05,311.000000,311.799988,305.600006,306.200012,300.363678,1897329
2018-01-08,306.600006,309.299988,305.000000,305.649994,299.824158,1043824
2018-01-09,307.000000,309.450012,303.450012,304.250000,298.450836,1620111
2018-01-10,304.100006,305.799988,300.000000,301.049988,295.311829,911368
2018-01-11,301.500000,303.049988,300.100006,302.000000,296.243744,746295
2018-01-12,304.250000,304.799988,300.600006,301.799988,296.047546,624189
2018-01-15,303.200012,305.149994,301.549988,302.250000,296.488953,1013072
2018-01-16,302.000000,303.399994,295.250000,296.149994,290.505219,951637
2018-01-17,295.200012,308.000000,292.649994,306.350006,300.510834,4250423
2018-01-18,314.149994,317.750000,300.200012,302.750000,296.979431,3848730
2018-01-19,302.750000,309.799988,302.450012,309.049988,303.159332,2100878
2018-01-22,309.399994,309.399994,304.000000,306.250000,300.412720,1371793
2018-01-23,306.250000,319.950012,306.250000,318.000000,311.938751,2680572
2018-01-24,317.799988,330.600006,316.100006,329.500000,323.219574,4061533
2018-01-25,333.000000,334.799988,312.000000,313.149994,307.181213,2511198
2018-01-29,313.799988,318.000000,310.000000,311.100006,305.170288,1897912
2018-01-30,311.049988,318.750000,310.799988,312.850006,306.886932,1516354
2018-01-31,313.000000,316.450012,307.649994,312.750000,306.788818,1593330
2018-02-01,316.049988,317.450012,304.500000,305.549988,299.726044,2992953
2018-02-02,302.000000,305.399994,295.049988,296.899994,291.240936,1746741
2018-02-05,292.700012,300.000000,289.799988,297.700012,292.025696,1100646
2018-02-06,null,null,null,null,null,null
2018-02-07,295.600006,297.950012,290.100006,292.750000,287.170044,1658643
2018-02-08,293.000000,308.049988,292.149994,301.450012,295.704224,1575362
2018-02-09,297.950012,300.549988,295.049988,296.399994,290.750458,1480654
2018-02-12,288.000000,292.399994,285.000000,288.500000,283.001038,2614328
2018-02-14,289.000000,289.399994,275.799988,276.799988,271.524048,4035985
2018-02-15,275.000000,282.000000,274.450012,278.850006,273.534973,2897772
2018-02-16,280.049988,281.200012,270.000000,271.750000,266.570313,3887817
2018-02-19,271.200012,271.750000,256.600006,267.649994,262.548462,3120693
2018-02-20,268.200012,273.950012,264.750000,269.649994,264.510345,3655220
2018-02-21,272.000000,274.000000,267.299988,273.100006,267.894592,2068366
2018-02-22,271.600006,273.500000,269.250000,272.600006,267.404114,1232294
2018-02-23,273.049988,277.350006,272.700012,276.100006,270.837402,1803816
2018-02-26,280.000000,280.399994,273.750000,274.750000,269.513123,1976330
2018-02-27,273.950012,275.850006,266.100006,267.799988,262.695587,2343314
2018-02-28,264.799988,270.399994,260.899994,268.750000,263.627502,3090656
2018-03-01,266.799988,270.000000,261.299988,262.549988,257.545654,3299546
2018-03-05,null,null,null,null,null,null
2018-03-06,null,null,null,null,null,null
2018-03-07,255.949997,255.949997,246.000000,246.649994,241.948730,2370683
2018-03-08,247.000000,257.500000,244.399994,256.750000,251.856216,1871880
2018-03-09,257.049988,257.549988,251.899994,253.149994,248.324829,970104
2018-03-12,254.000000,255.000000,247.399994,252.850006,248.030563,1189923
2018-03-13,251.850006,262.399994,250.000000,254.899994,250.041473,2170015
2018-03-14,252.050003,257.600006,250.000000,257.000000,252.101456,1416650
2018-03-15,257.899994,258.850006,253.100006,254.100006,249.256729,847186
2018-03-16,253.000000,255.600006,250.500000,252.600006,247.785324,1834475
2018-03-19,253.000000,253.800003,246.100006,248.100006,243.371094,1074901
2018-03-20,247.000000,252.300003,245.449997,249.250000,244.499176,1135716
2018-03-21,251.000000,254.000000,247.199997,247.699997,242.978714,1581298
2018-03-22,246.899994,247.199997,241.000000,241.600006,236.994995,2448373
2018-03-23,238.600006,238.600006,232.500000,234.600006,230.128418,1993347
2018-03-26,235.000000,247.500000,234.449997,246.350006,241.654449,3101683
2018-03-27,250.699997,255.199997,248.199997,253.850006,249.011505,2726226
2018-03-28,252.399994,255.899994,249.149994,250.100006,245.332977,1095310
2018-04-02,251.000000,251.949997,245.149994,246.300003,241.605408,819715
2018-04-03,249.800003,253.000000,248.250000,250.350006,245.578217,2233250
2018-04-04,251.000000,253.000000,245.600006,246.899994,242.193954,915994
2018-04-05,251.199997,261.600006,250.000000,258.399994,253.474762,1541677
2018-04-06,260.000000,261.149994,255.000000,259.799988,254.848068,3233693
2018-04-09,261.200012,262.750000,257.799988,260.549988,255.583771,1675768
2018-04-10,260.649994,265.250000,258.500000,263.250000,258.232330,4251599
2018-04-11,263.250000,263.250000,256.500000,257.299988,252.395721,858460
2018-04-12,257.000000,257.399994,252.699997,254.300003,249.452927,779024
2018-04-13,254.050003,256.049988,250.149994,251.199997,246.412003,1005847
2018-04-16,249.000000,251.500000,247.500000,249.300003,244.548218,582678
2018-04-17,251.500000,252.550003,246.800003,248.199997,243.469177,857524
2018-04-18,249.000000,250.000000,245.399994,246.250000,241.556351,844431
2018-04-19,247.899994,248.199997,245.199997,246.250000,241.556351,706446
2018-04-20,245.500000,245.550003,239.500000,241.399994,236.798798,1176085
2018-04-23,242.500000,244.850006,239.250000,242.699997,238.074020,2604328
2018-04-24,242.000000,243.500000,239.500000,240.600006,236.014053,636887
2018-04-25,240.500000,240.699997,237.000000,237.399994,232.875031,696728
2018-04-26,238.100006,238.750000,232.600006,233.350006,228.902237,851875
2018-04-27,232.000000,245.750000,232.000000,242.649994,238.024963,1733902
2018-04-30,245.000000,249.500000,244.800003,246.300003,241.605408,961621
2018-05-02,246.399994,246.399994,239.750000,240.649994,236.063080,638079
2018-05-03,240.050003,243.399994,238.800003,241.800003,237.191177,741317
2018-05-04,243.000000,243.850006,240.649994,241.949997,237.338318,1905471
2018-05-07,242.000000,248.149994,242.000000,246.500000,241.801590,1721182
2018-05-08,247.500000,252.449997,244.750000,250.000000,245.234879,2584623
2018-05-09,249.949997,249.949997,246.449997,248.800003,244.057755,2068689
2018-05-10,247.300003,250.350006,246.600006,247.949997,243.223953,1122880
2018-05-11,247.149994,251.800003,246.100006,250.899994,246.117722,2267400
2018-05-14,250.000000,255.600006,248.550003,253.350006,248.521027,1425180
2018-05-15,253.800003,257.200012,246.000000,248.600006,243.861572,2175881
2018-05-16,245.750000,248.600006,240.800003,243.149994,238.515442,1533799
2018-05-17,245.000000,245.949997,242.000000,243.300003,238.662582,1866104
2018-05-18,242.899994,243.899994,237.850006,239.199997,234.640732,2252912
2018-05-21,242.699997,245.850006,240.250000,245.100006,240.428284,1389712
2018-05-22,244.300003,259.899994,241.300003,254.149994,249.305771,4489373
2018-05-23,254.199997,269.700012,254.149994,263.200012,258.183289,4757067
2018-05-24,264.700012,269.500000,260.799988,268.500000,263.382263,2078061
2018-05-25,268.200012,268.700012,262.649994,267.000000,261.910858,1140754
2018-05-28,267.500000,274.000000,266.250000,272.250000,267.060791,1176549
2018-05-29,270.100006,271.000000,263.450012,264.899994,259.850861,821457
2018-05-30,261.600006,268.049988,260.000000,266.899994,261.812744,1077579
2018-05-31,267.399994,272.850006,263.200012,269.200012,264.068939,863012
2018-06-01,269.500000,269.700012,264.600006,266.750000,261.665619,746894
2018-06-04,268.850006,268.950012,261.649994,263.100006,258.085205,657500
2018-06-05,262.000000,265.049988,261.000000,263.500000,258.477570,797511
2018-06-06,263.000000,270.799988,262.149994,269.899994,264.755554,1003521
2018-06-07,271.399994,272.700012,268.399994,269.250000,264.117950,1036913
2018-06-08,269.049988,273.200012,267.049988,272.700012,267.502228,951380
2018-06-11,273.700012,278.250000,272.549988,273.649994,268.434082,918121
2018-06-12,273.649994,284.600006,273.649994,282.850006,277.458740,1735577
2018-06-13,284.000000,289.350006,284.000000,287.649994,282.167236,1470080
2018-06-14,287.000000,287.149994,281.250000,282.700012,277.311615,903754
2018-06-15,282.700012,283.399994,276.500000,277.549988,272.259735,703218
2018-06-18,277.500000,279.700012,275.549988,276.850006,271.573120,703222
2018-06-19,276.000000,276.700012,270.100006,272.399994,267.207916,1145820
2018-06-20,272.549988,274.750000,271.549988,273.250000,268.041718,911269
2018-06-21,274.399994,274.549988,268.049988,268.700012,263.578461,460574
2018-06-22,268.000000,273.899994,265.799988,273.250000,268.041718,775701
2018-06-25,273.000000,275.000000,267.399994,268.299988,263.186066,482283
2018-06-26,267.000000,271.100006,265.450012,267.149994,262.057983,978497
2018-06-27,268.000000,268.000000,260.799988,261.649994,256.662811,795485
2018-06-28,260.000000,261.950012,255.850006,256.850006,251.954315,740047
2018-06-29,257.600006,263.299988,257.600006,259.299988,254.357605,569762
2018-07-02,259.899994,261.600006,254.000000,259.100006,254.161438,882392
2018-07-03,260.000000,260.700012,256.700012,257.750000,252.837158,541935
2018-07-04,257.000000,258.350006,254.649994,257.500000,252.591919,764399
2018-07-05,257.100006,258.600006,255.500000,256.600006,251.709091,405184
2018-07-06,256.899994,260.899994,255.699997,257.450012,252.542892,652809
2018-07-09,258.000000,262.399994,258.000000,261.350006,256.368561,569398
2018-07-10,262.100006,265.600006,262.100006,263.500000,258.477570,545861
2018-07-11,263.450012,263.450012,258.000000,258.899994,253.965225,586328
2018-07-12,261.899994,264.350006,261.000000,262.750000,257.741852,526188
2018-07-13,261.899994,263.049988,256.100006,257.600006,252.690018,3130061
2018-07-16,257.000000,257.549988,251.100006,251.750000,246.951523,481573
2018-07-17,250.949997,260.000000,250.350006,259.250000,254.308563,1077503
2018-07-18,260.000000,262.649994,256.049988,259.000000,254.063339,882204
2018-07-19,259.100006,263.200012,256.000000,260.149994,255.191406,772866
2018-07-20,260.899994,262.899994,258.649994,260.950012,255.976181,677082
2018-07-23,261.500000,267.350006,260.700012,266.399994,261.322266,776987
2018-07-24,266.399994,269.250000,265.700012,266.700012,261.616577,583727
2018-07-25,269.399994,272.549988,265.799988,271.450012,266.276031,810369
2018-07-26,275.000000,288.500000,273.549988,286.700012,281.235382,2153581
2018-07-27,289.000000,296.799988,285.000000,286.600006,281.137268,1939170
2018-07-30,288.000000,299.549988,287.600006,297.350006,291.682373,1962286
